index,annotator_labels,captionID,gold_label,pairID,sentence1,sentence1_binary_parse,sentence1_parse,sentence2,sentence2_binary_parse,sentence2_parse
,"['neutral', 'contradiction', 'entailment', 'entailment', 'entailment']",2466412466.jpg#4,entailment,2466412466.jpg#4r1n,A man is holding a child on his shoulders.,( ( A man ) ( ( is ( holding ( ( a child ) ( on ( his shoulders ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG holding) (NP (NP (DT a) (NN child)) (PP (IN on) (NP (PRP$ his) (NNS shoulders)))))) (. .))),A child is going for a ride on that man.,( ( A child ) ( ( is ( going ( for ( ( a ride ) ( on ( that man ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN child)) (VP (VBZ is) (VP (VBG going) (PP (IN for) (NP (NP (DT a) (NN ride)) (PP (IN on) (NP (DT that) (NN man))))))) (. .)))
,"['neutral', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",2129341575.jpg#4,contradiction,2129341575.jpg#4r1n,Young child standing on a snow pile in a city.,( ( ( Young ( child standing ) ) ( on ( a snow ) ) ) ( ( pile ( in ( a city ) ) ) . ) ),(ROOT (S (NP (NP (JJ Young) (NN child) (NN standing)) (PP (IN on) (NP (DT a) (NN snow)))) (VP (VBP pile) (PP (IN in) (NP (DT a) (NN city)))) (. .))),the man is white,( ( the man ) ( is white ) ),(ROOT (S (NP (DT the) (NN man)) (VP (VBZ is) (ADJP (JJ white)))))
,"['neutral', 'neutral', 'contradiction', 'neutral', 'neutral']",2129341575.jpg#0,neutral,2129341575.jpg#0r1n,"A child wearing a brown coat, red hat and snow boots on top of a snow pile near a tree on the corner of a street intersection.","( ( ( A child ) ( wearing ( ( ( a ( brown coat ) ) , ) ( ( red ( hat ( and ( snow boots ) ) ) ) ( on ( top ( of ( a snow ) ) ) ) ) ) ) ) ( ( pile ( near ( ( a tree ) ( on ( ( the corner ) ( of ( a ( street intersection ) ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT A) (NN child)) (VP (VBG wearing) (NP (NP (DT a) (JJ brown) (NN coat)) (, ,) (NP (NP (JJ red) (NN hat) (CC and) (NN snow) (NNS boots)) (PP (IN on) (NP (NP (NN top)) (PP (IN of) (NP (DT a) (NN snow))))))))) (VP (VBP pile) (PP (IN near) (NP (NP (DT a) (NN tree)) (PP (IN on) (NP (NP (DT the) (NN corner)) (PP (IN of) (NP (DT a) (NN street) (NN intersection)))))))) (. .)))",A little boy thowing a snowball from the top of a snow pile.,( ( ( A ( little boy ) ) ( ( thowing ( a snowball ) ) ( from ( ( the top ) ( of ( a ( snow pile ) ) ) ) ) ) ) . ),(ROOT (NP (NP (DT A) (JJ little) (NN boy)) (VP (VBG thowing) (NP (DT a) (NN snowball)) (PP (IN from) (NP (NP (DT the) (NN top)) (PP (IN of) (NP (DT a) (NN snow) (NN pile)))))) (. .)))
,"['entailment', 'entailment', 'neutral', 'entailment', 'neutral']",4720431530.jpg#3,entailment,4720431530.jpg#3r1e,A small group of people wait to board an MTA bus.,( ( ( A ( small group ) ) ( of people ) ) ( ( wait ( to ( board ( an ( MTA bus ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ small) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBP wait) (S (VP (TO to) (VP (VB board) (NP (DT an) (NNP MTA) (NN bus)))))) (. .))),A group of people wait outside a bus stop.,( ( ( A group ) ( of people ) ) ( ( wait ( outside ( a ( bus stop ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBP wait) (PP (IN outside) (NP (DT a) (NN bus) (NN stop)))) (. .)))
,"['neutral', 'entailment', 'entailment', 'entailment', 'entailment']",1975531316.jpg#0,entailment,1975531316.jpg#0r1n,A dog with a purple leash is held by a woman wearing white shoes.,( ( ( A dog ) ( with ( a ( purple leash ) ) ) ) ( ( is ( held ( by ( ( a woman ) ( wearing ( white shoes ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN dog)) (PP (IN with) (NP (DT a) (JJ purple) (NN leash)))) (VP (VBZ is) (VP (VBN held) (PP (IN by) (NP (NP (DT a) (NN woman)) (VP (VBG wearing) (NP (JJ white) (NNS shoes))))))) (. .))),A woman is holding a leash on her dog.,( ( A woman ) ( ( is ( holding ( ( a leash ) ( on ( her dog ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (VP (VBG holding) (NP (NP (DT a) (NN leash)) (PP (IN on) (NP (PRP$ her) (NN dog)))))) (. .)))
,"['neutral', 'neutral', 'neutral', 'entailment', 'neutral']",7148191955.jpg#2,neutral,7148191955.jpg#2r1n,A tall elder man is standing with his hand around another shorter elder man in the middle of the city,( ( A ( tall ( elder man ) ) ) ( is ( ( standing ( with ( his hand ) ) ) ( around ( ( another ( shorter ( elder man ) ) ) ( in ( ( the middle ) ( of ( the city ) ) ) ) ) ) ) ) ),(ROOT (S (NP (DT A) (JJ tall) (JJR elder) (NN man)) (VP (VBZ is) (VP (VBG standing) (PP (IN with) (NP (PRP$ his) (NN hand))) (PP (IN around) (NP (NP (DT another) (JJR shorter) (NN elder) (NN man)) (PP (IN in) (NP (NP (DT the) (NN middle)) (PP (IN of) (NP (DT the) (NN city))))))))))),they are posing,( they ( are posing ) ),(ROOT (S (NP (PRP they)) (VP (VBP are) (VP (VBG posing)))))
,"['contradiction', 'neutral', 'neutral', 'contradiction', 'neutral']",4799796561.jpg#4,neutral,4799796561.jpg#4r1c,A man with a cigarette sits on the stoop.,( ( ( A man ) ( with ( a cigarette ) ) ) ( ( sits ( on ( the stoop ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (NN cigarette)))) (VP (VBZ sits) (PP (IN on) (NP (DT the) (NN stoop)))) (. .))),A man rolls a cigarette and lights it.,( ( A man ) ( ( ( ( rolls ( a cigarette ) ) and ) ( lights it ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VP (VBZ rolls) (NP (DT a) (NN cigarette))) (CC and) (VP (VBZ lights) (NP (PRP it)))) (. .)))
,"['neutral', 'contradiction', 'neutral', 'neutral', 'contradiction']",4799796561.jpg#4,neutral,4799796561.jpg#4r1n,A man with a cigarette sits on the stoop.,( ( ( A man ) ( with ( a cigarette ) ) ) ( ( sits ( on ( the stoop ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN man)) (PP (IN with) (NP (DT a) (NN cigarette)))) (VP (VBZ sits) (PP (IN on) (NP (DT the) (NN stoop)))) (. .))),An old man is smoking a cigar.,( ( An ( old man ) ) ( ( is ( smoking ( a cigar ) ) ) . ) ),(ROOT (S (NP (DT An) (JJ old) (NN man)) (VP (VBZ is) (VP (VBG smoking) (NP (DT a) (NN cigar)))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",2653617835.jpg#0,neutral,2653617835.jpg#0r1n,"An elderly man with glasses, a red ball cap and backpack is standing in front of an open doorway.","( ( ( An ( elderly man ) ) ( with ( ( ( ( glasses , ) ( a ( red ( ball cap ) ) ) ) and ) backpack ) ) ) ( ( is ( standing ( in ( front ( of ( an ( open doorway ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT An) (JJ elderly) (NN man)) (PP (IN with) (NP (NP (NNS glasses)) (, ,) (NP (DT a) (JJ red) (NN ball) (NN cap)) (CC and) (NP (NN backpack))))) (VP (VBZ is) (VP (VBG standing) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT an) (JJ open) (NN doorway))))))) (. .)))",the man is a farmer,( ( the man ) ( is ( a farmer ) ) ),(ROOT (S (NP (DT the) (NN man)) (VP (VBZ is) (NP (DT a) (NN farmer)))))
,"['entailment', 'entailment', 'entailment', 'entailment', 'entailment']",2653617835.jpg#0,entailment,2653617835.jpg#0r1e,"An elderly man with glasses, a red ball cap and backpack is standing in front of an open doorway.","( ( ( An ( elderly man ) ) ( with ( ( ( ( glasses , ) ( a ( red ( ball cap ) ) ) ) and ) backpack ) ) ) ( ( is ( standing ( in ( front ( of ( an ( open doorway ) ) ) ) ) ) ) . ) )","(ROOT (S (NP (NP (DT An) (JJ elderly) (NN man)) (PP (IN with) (NP (NP (NNS glasses)) (, ,) (NP (DT a) (JJ red) (NN ball) (NN cap)) (CC and) (NP (NN backpack))))) (VP (VBZ is) (VP (VBG standing) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (DT an) (JJ open) (NN doorway))))))) (. .)))",a man with glasses,( ( a man ) ( with glasses ) ),(ROOT (NP (NP (DT a) (NN man)) (PP (IN with) (NP (NNS glasses)))))
,"['neutral', 'neutral', 'contradiction', 'neutral', 'neutral']",2124926718.jpg#2,neutral,2124926718.jpg#2r1n,A large group of people populate a dimly lit room.,( ( ( A ( large group ) ) ( of people ) ) ( ( populate ( a ( ( dimly lit ) room ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ large) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VB populate) (NP (DT a) (ADJP (RB dimly) (VBN lit)) (NN room))) (. .))),A group of people are partying in the large room.,( ( ( A group ) ( of people ) ) ( ( are ( partying ( in ( the ( large room ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VBP are) (VP (VBG partying) (PP (IN in) (NP (DT the) (JJ large) (NN room))))) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral']",2124926718.jpg#2,contradiction,2124926718.jpg#2r1c,A large group of people populate a dimly lit room.,( ( ( A ( large group ) ) ( of people ) ) ( ( populate ( a ( ( dimly lit ) room ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ large) (NN group)) (PP (IN of) (NP (NNS people)))) (VP (VB populate) (NP (DT a) (ADJP (RB dimly) (VBN lit)) (NN room))) (. .))),The people are populating the city.,( ( The people ) ( ( are ( populating ( the city ) ) ) . ) ),(ROOT (S (NP (DT The) (NNS people)) (VP (VBP are) (VP (VBG populating) (NP (DT the) (NN city)))) (. .)))
,"['neutral', 'neutral', 'neutral', 'contradiction', 'neutral']",4813951931.jpg#3,neutral,4813951931.jpg#3r1n,A young man in an orange hat walks his bicycle down a street.,( ( ( A ( young man ) ) ( in ( an ( orange hat ) ) ) ) ( ( ( walks ( his bicycle ) ) ( down ( a street ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (JJ young) (NN man)) (PP (IN in) (NP (DT an) (JJ orange) (NN hat)))) (VP (VBZ walks) (NP (PRP$ his) (NN bicycle)) (PP (IN down) (NP (DT a) (NN street)))) (. .))),A man broke his new bike.,( ( A man ) ( ( broke ( his ( new bike ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBD broke) (NP (PRP$ his) (JJ new) (NN bike))) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'entailment', 'neutral']",3287383259.jpg#3,contradiction,3287383259.jpg#3r1c,A woman with red-hair staples some papers,( ( ( A woman ) ( with ( red-hair staples ) ) ) ( some papers ) ),(ROOT (NP (NP (NP (DT A) (NN woman)) (PP (IN with) (NP (JJ red-hair) (NNS staples)))) (NP (DT some) (NNS papers)))),There are women shuffling papers.,( There ( ( are ( women ( shuffling papers ) ) ) . ) ),(ROOT (S (NP (EX There)) (VP (VBP are) (NP (NP (NNS women)) (VP (VBG shuffling) (NP (NNS papers))))) (. .)))
,"['contradiction', 'neutral', 'contradiction', 'contradiction', 'neutral']",6864524045.jpg#0,contradiction,6864524045.jpg#0r1c,"It looks like quite a sweaty, smelly dog pile over one little rugby ball, but the boys in blue seem to want it more.","( ( ( ( ( It ( looks ( like ( ( quite ( a ( sweaty ( , ( smelly ( dog pile ) ) ) ) ) ) ( over ( one ( little ( rugby ball ) ) ) ) ) ) ) ) , ) but ) ( ( ( the boys ) ( in blue ) ) ( seem ( to ( want ( it more ) ) ) ) ) ) . )","(ROOT (S (S (NP (PRP It)) (VP (VBZ looks) (PP (IN like) (NP (NP (RB quite) (DT a) (JJ sweaty) (, ,) (JJ smelly) (NN dog) (NN pile)) (PP (IN over) (NP (CD one) (JJ little) (JJ rugby) (NN ball))))))) (, ,) (CC but) (S (NP (NP (DT the) (NNS boys)) (PP (IN in) (NP (NN blue)))) (VP (VBP seem) (S (VP (TO to) (VP (VB want) (S (NP (PRP it)) (ADJP (JJR more)))))))) (. .)))",A little boy looks disgusted that is ball is dirty,( ( A ( little boy ) ) ( looks ( disgusted ( that ( is ( ball ( is dirty ) ) ) ) ) ) ),(ROOT (S (NP (DT A) (JJ little) (NN boy)) (VP (VBZ looks) (ADJP (VBN disgusted) (SBAR (IN that) (S (VP (VBZ is) (NP (NP (NN ball)) (SBAR (S (VP (VBZ is) (ADJP (JJ dirty)))))))))))))
,"['entailment', 'neutral', 'entailment', 'entailment', 'neutral']",6864524045.jpg#0,entailment,6864524045.jpg#0r1e,"It looks like quite a sweaty, smelly dog pile over one little rugby ball, but the boys in blue seem to want it more.","( ( ( ( ( It ( looks ( like ( ( quite ( a ( sweaty ( , ( smelly ( dog pile ) ) ) ) ) ) ( over ( one ( little ( rugby ball ) ) ) ) ) ) ) ) , ) but ) ( ( ( the boys ) ( in blue ) ) ( seem ( to ( want ( it more ) ) ) ) ) ) . )","(ROOT (S (S (NP (PRP It)) (VP (VBZ looks) (PP (IN like) (NP (NP (RB quite) (DT a) (JJ sweaty) (, ,) (JJ smelly) (NN dog) (NN pile)) (PP (IN over) (NP (CD one) (JJ little) (JJ rugby) (NN ball))))))) (, ,) (CC but) (S (NP (NP (DT the) (NNS boys)) (PP (IN in) (NP (NN blue)))) (VP (VBP seem) (S (VP (TO to) (VP (VB want) (S (NP (PRP it)) (ADJP (JJR more)))))))) (. .)))",A little boy wants a dirty rugby ball,( ( A ( little boy ) ) ( wants ( a ( dirty ( rugby ball ) ) ) ) ),(ROOT (S (NP (DT A) (JJ little) (NN boy)) (VP (VBZ wants) (NP (DT a) (JJ dirty) (JJ rugby) (NN ball)))))
,"['neutral', 'entailment', 'neutral', 'entailment', 'entailment']",6190299977.jpg#1,entailment,6190299977.jpg#1r1n,A white-clad soccer player is attempting to intercept a soccer ball that is quickly approaching the goal box.,( ( A ( white-clad ( soccer player ) ) ) ( ( is ( attempting ( to ( intercept ( ( a ( soccer ball ) ) ( that ( ( is quickly ) ( approaching ( the ( goal box ) ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (JJ white-clad) (NN soccer) (NN player)) (VP (VBZ is) (VP (VBG attempting) (S (VP (TO to) (VP (VB intercept) (NP (NP (DT a) (NN soccer) (NN ball)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (ADVP (RB quickly)) (VP (VBG approaching) (NP (DT the) (NN goal) (NN box)))))))))))) (. .))),A soccer player gets the interception.,( ( A ( soccer player ) ) ( ( gets ( the interception ) ) . ) ),(ROOT (S (NP (DT A) (NN soccer) (NN player)) (VP (VBZ gets) (NP (DT the) (NN interception))) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'neutral']",3726700898.jpg#1,contradiction,3726700898.jpg#1r1c,A man is tossing a knife in the air while another man stands nearby.,( ( A man ) ( ( is ( ( tossing ( ( a knife ) ( in ( the air ) ) ) ) ( while ( ( another man ) ( stands nearby ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG tossing) (NP (NP (DT a) (NN knife)) (PP (IN in) (NP (DT the) (NN air)))) (SBAR (IN while) (S (NP (DT another) (NN man)) (VP (VBZ stands) (ADVP (RB nearby))))))) (. .))),A man is being arrested for assault with a knife.,( ( A man ) ( ( is ( being ( ( arrested ( for assault ) ) ( with ( a knife ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG being) (VP (VBN arrested) (PP (IN for) (NP (NN assault))) (PP (IN with) (NP (DT a) (NN knife)))))) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",4682065369.jpg#2,contradiction,4682065369.jpg#2r1c,A photographer is using a tripod to take a picture of a sunset.,( ( A photographer ) ( ( is ( using ( a ( tripod ( to ( take ( ( a picture ) ( of ( a sunset ) ) ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (DT A) (NN photographer)) (VP (VBZ is) (VP (VBG using) (NP (DT a) (NN tripod) (S (VP (TO to) (VP (VB take) (NP (NP (DT a) (NN picture)) (PP (IN of) (NP (DT a) (NN sunset)))))))))) (. .))),The photographer is holding the camera in his hands.,( ( The photographer ) ( ( is ( holding ( ( the camera ) ( in ( his hands ) ) ) ) ) . ) ),(ROOT (S (NP (DT The) (NN photographer)) (VP (VBZ is) (VP (VBG holding) (NP (NP (DT the) (NN camera)) (PP (IN in) (NP (PRP$ his) (NNS hands)))))) (. .)))
,"['neutral', 'contradiction', 'contradiction', 'contradiction', 'neutral']",4817935794.jpg#4,contradiction,4817935794.jpg#4r1n,Two men are assisting a small girl in a harness.,( ( Two men ) ( ( are ( assisting ( ( a ( small girl ) ) ( in ( a harness ) ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS men)) (VP (VBP are) (VP (VBG assisting) (NP (NP (DT a) (JJ small) (NN girl)) (PP (IN in) (NP (DT a) (NN harness)))))) (. .))),The men tying the girl up.,( ( ( The men ) ( ( tying ( the girl ) ) up ) ) . ),(ROOT (NP (NP (DT The) (NNS men)) (VP (VBG tying) (NP (DT the) (NN girl)) (PRT (RP up))) (. .)))
,"['contradiction', 'contradiction', 'contradiction', 'contradiction', 'contradiction']",3179833180.jpg#0,contradiction,3179833180.jpg#0r1c,"A person in an orange jacket getting out of the rear of a Toyota SUV, parked in front of a view of the ocean and mountains.","( ( ( A person ) ( in ( ( an ( orange jacket ) ) ( ( getting out ) ( of ( ( the rear ) ( of ( a ( Toyota SUV ) ) ) ) ) ) ) ) ) ( , ( ( parked ( in ( front ( of ( ( a view ) ( of ( ( ( the ocean ) and ) mountains ) ) ) ) ) ) ) . ) ) )","(ROOT (S (NP (NP (DT A) (NN person)) (PP (IN in) (NP (NP (DT an) (JJ orange) (NN jacket)) (VP (VBG getting) (PRT (RP out)) (PP (IN of) (NP (NP (DT the) (NN rear)) (PP (IN of) (NP (DT a) (NNP Toyota) (NNP SUV))))))))) (, ,) (VP (VBD parked) (PP (IN in) (NP (NP (NN front)) (PP (IN of) (NP (NP (DT a) (NN view)) (PP (IN of) (NP (NP (DT the) (NN ocean)) (CC and) (NP (NNS mountains))))))))) (. .)))",The person is driving the SUV.,( ( The person ) ( ( is ( driving ( the SUV ) ) ) . ) ),(ROOT (S (NP (DT The) (NN person)) (VP (VBZ is) (VP (VBG driving) (NP (DT the) (NNP SUV)))) (. .)))
,"['neutral', 'neutral', 'neutral', 'neutral', 'neutral']",4910904772.jpg#0,neutral,4910904772.jpg#0r1n,A woman in a black top and blue skirt is pushing a carriage or cart down a long empty tree-lined road.,( ( ( A woman ) ( in ( ( ( a ( black top ) ) and ) ( blue skirt ) ) ) ) ( ( is ( ( pushing ( a ( ( carriage or ) cart ) ) ) ( down ( a ( long ( empty ( tree-lined road ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ black) (NN top)) (CC and) (NP (JJ blue) (NN skirt))))) (VP (VBZ is) (VP (VBG pushing) (NP (DT a) (NN carriage) (CC or) (NN cart)) (PP (IN down) (NP (DT a) (JJ long) (JJ empty) (JJ tree-lined) (NN road))))) (. .))),A lady is walking down a forest,( ( A lady ) ( is ( ( walking down ) ( a forest ) ) ) ),(ROOT (S (NP (DT A) (NN lady)) (VP (VBZ is) (VP (VBG walking) (PRT (RP down)) (NP (DT a) (NN forest))))))
,"['contradiction', 'neutral', 'neutral', 'neutral', 'contradiction']",4910904772.jpg#0,neutral,4910904772.jpg#0r1c,A woman in a black top and blue skirt is pushing a carriage or cart down a long empty tree-lined road.,( ( ( A woman ) ( in ( ( ( a ( black top ) ) and ) ( blue skirt ) ) ) ) ( ( is ( ( pushing ( a ( ( carriage or ) cart ) ) ) ( down ( a ( long ( empty ( tree-lined road ) ) ) ) ) ) ) . ) ),(ROOT (S (NP (NP (DT A) (NN woman)) (PP (IN in) (NP (NP (DT a) (JJ black) (NN top)) (CC and) (NP (JJ blue) (NN skirt))))) (VP (VBZ is) (VP (VBG pushing) (NP (DT a) (NN carriage) (CC or) (NN cart)) (PP (IN down) (NP (DT a) (JJ long) (JJ empty) (JJ tree-lined) (NN road))))) (. .))),A woman is running with a stroller down a lot,( ( A woman ) ( is ( ( running ( with ( a stroller ) ) ) ( down ( a lot ) ) ) ) ),(ROOT (S (NP (DT A) (NN woman)) (VP (VBZ is) (VP (VBG running) (PP (IN with) (NP (DT a) (NN stroller))) (PP (IN down) (NP (DT a) (NN lot)))))))
,"['neutral', 'neutral', 'neutral', 'contradiction', 'neutral']",45427454.jpg#4,neutral,45427454.jpg#4r1n,A man is repairing roof shingles.,( ( A man ) ( ( is ( repairing ( roof shingles ) ) ) . ) ),(ROOT (S (NP (DT A) (NN man)) (VP (VBZ is) (VP (VBG repairing) (NP (NN roof) (NNS shingles)))) (. .))),A guy is fixing the roof and falls off.,( ( A guy ) ( ( ( ( is ( fixing ( the roof ) ) ) and ) ( falls off ) ) . ) ),(ROOT (S (NP (DT A) (NN guy)) (VP (VP (VBZ is) (VP (VBG fixing) (NP (DT the) (NN roof)))) (CC and) (VP (VBZ falls) (PRT (RP off)))) (. .)))
,"['entailment', 'entailment', 'neutral', 'neutral', 'entailment']",6956922556.jpg#1,entailment,6956922556.jpg#1r1e,Two girls pose along a tree-lined path and blow kisses towards the camera.,( ( Two girls ) ( ( ( pose ( along ( ( ( a ( tree-lined path ) ) and ) ( blow kisses ) ) ) ) ( towards ( the camera ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS girls)) (VP (VBP pose) (PP (IN along) (NP (NP (DT a) (JJ tree-lined) (NN path)) (CC and) (NP (NN blow) (NNS kisses)))) (PP (IN towards) (NP (DT the) (NN camera)))) (. .))),Two girls are taking pictures outside.,( ( Two girls ) ( ( are ( ( taking pictures ) outside ) ) . ) ),(ROOT (S (NP (CD Two) (NNS girls)) (VP (VBP are) (VP (VBG taking) (NP (NNS pictures)) (ADVP (RB outside)))) (. .)))
,"['neutral', 'neutral', 'neutral', 'entailment', 'entailment']",6956922556.jpg#1,neutral,6956922556.jpg#1r1n,Two girls pose along a tree-lined path and blow kisses towards the camera.,( ( Two girls ) ( ( ( pose ( along ( ( ( a ( tree-lined path ) ) and ) ( blow kisses ) ) ) ) ( towards ( the camera ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS girls)) (VP (VBP pose) (PP (IN along) (NP (NP (DT a) (JJ tree-lined) (NN path)) (CC and) (NP (NN blow) (NNS kisses)))) (PP (IN towards) (NP (DT the) (NN camera)))) (. .))),Two girls are doing the same pose.,( ( Two girls ) ( ( are ( doing ( the ( same pose ) ) ) ) . ) ),(ROOT (S (NP (CD Two) (NNS girls)) (VP (VBP are) (VP (VBG doing) (NP (DT the) (JJ same) (NN pose)))) (. .)))
,"['neutral', 'entailment', 'neutral', 'entailment', 'neutral']",4917332111.jpg#2,neutral,4917332111.jpg#2r1n,Three men dancing as a group of people watch.,( ( ( Three men ) ( dancing ( as ( ( a group ) ( of people ) ) ) ) ) ( watch . ) ),(ROOT (S (NP (NP (CD Three) (NNS men)) (VP (VBG dancing) (PP (IN as) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NNS people))))))) (VP (VBP watch)) (. .))),three men are a dancer,( ( three men ) ( are ( a dancer ) ) ),(ROOT (S (NP (CD three) (NNS men)) (VP (VBP are) (NP (DT a) (NN dancer)))))
