index,full,casewords,wsw,nopunc,text_lemmatized,final,fullnopunc,label
992,A man in a suit stands on a walkway with is suitcase with a large display in front of him announcing airline flights.,a man in a suit stands on a walkway with is suitcase with a large display in front of him announcing airline flights.,man suit stands walkway suitcase large display front announcing airline flights.,man suit stands walkway suitcase large display front announcing airline flights,"['man', 'suit', 'stand', 'walkway', 'suitcase', 'large', 'display', 'front', 'announcing', 'airline', 'flight']",man suit stand walkway suitcase large display front announcing airline flight,A man in a suit stands on a walkway with is suitcase with a large display in front of him announcing airline flights,entailment
993,Three people on skis are standing behind a no skiing sign.,three people on skis are standing behind a no skiing sign.,three people skis standing behind skiing sign.,three people skis standing behind skiing sign,"['three', 'people', 'ski', 'standing', 'behind', 'skiing', 'sign']",three people ski standing behind skiing sign,Three people on skis are standing behind a no skiing sign,entailment
994,Three people on skis are standing behind a no skiing sign.,three people on skis are standing behind a no skiing sign.,three people skis standing behind skiing sign.,three people skis standing behind skiing sign,"['three', 'people', 'ski', 'standing', 'behind', 'skiing', 'sign']",three people ski standing behind skiing sign,Three people on skis are standing behind a no skiing sign,neutral
995,a blond woman kissing the cheek of a brown-haired man.,a blond woman kissing the cheek of a brown-haired man.,blond woman kissing cheek brown-haired man.,blond woman kissing cheek brown-haired man,"['blond', 'woman', 'kissing', 'cheek', 'brown-haired', 'man']",blond woman kissing cheek brown-haired man,a blond woman kissing the cheek of a brown-haired man,contradiction
996,a blond woman kissing the cheek of a brown-haired man.,a blond woman kissing the cheek of a brown-haired man.,blond woman kissing cheek brown-haired man.,blond woman kissing cheek brown-haired man,"['blond', 'woman', 'kissing', 'cheek', 'brown-haired', 'man']",blond woman kissing cheek brown-haired man,a blond woman kissing the cheek of a brown-haired man,neutral
997,"A person is climbing a wooden ladder on a very steep, jagged, rock cliff.","a person is climbing a wooden ladder on a very steep, jagged, rock cliff.","person climbing wooden ladder steep, jagged, rock cliff.",person climbing wooden ladder steep jagged rock cliff,"['person', 'climbing', 'wooden', 'ladder', 'steep', 'jagged', 'rock', 'cliff']",person climbing wooden ladder steep jagged rock cliff,A person is climbing a wooden ladder on a very steep jagged rock cliff,contradiction
998,Young Asian girl is sitting on the ground in rubble.,young asian girl is sitting on the ground in rubble.,young asian girl sitting ground rubble.,young asian girl sitting ground rubble,"['young', 'asian', 'girl', 'sitting', 'ground', 'rubble']",young asian girl sitting ground rubble,Young Asian girl is sitting on the ground in rubble,entailment
999,Team member 39 waiting for the puck to come his way.,team member 39 waiting for the puck to come his way.,team member 39 waiting puck come way.,team member 39 waiting puck come way,"['team', 'member', '39', 'waiting', 'puck', 'come', 'way']",team member 39 waiting puck come way,Team member 39 waiting for the puck to come his way,neutral
1000,Team member 39 waiting for the puck to come his way.,team member 39 waiting for the puck to come his way.,team member 39 waiting puck come way.,team member 39 waiting puck come way,"['team', 'member', '39', 'waiting', 'puck', 'come', 'way']",team member 39 waiting puck come way,Team member 39 waiting for the puck to come his way,neutral
1001,"A man sitting on a statue outdoors, near a woman standing next to him.","a man sitting on a statue outdoors, near a woman standing next to him.","man sitting statue outdoors, near woman standing next him.",man sitting statue outdoors near woman standing next him,"['man', 'sitting', 'statue', 'outdoors', 'near', 'woman', 'standing', 'next', 'him']",man sitting statue outdoors near woman standing next him,A man sitting on a statue outdoors near a woman standing next to him,entailment
1002,A woman poses for a picture with a child.,a woman poses for a picture with a child.,woman poses picture child.,woman poses picture child,"['woman', 'pose', 'picture', 'child']",woman pose picture child,A woman poses for a picture with a child,entailment
1003,A woman poses for a picture with a child.,a woman poses for a picture with a child.,woman poses picture child.,woman poses picture child,"['woman', 'pose', 'picture', 'child']",woman pose picture child,A woman poses for a picture with a child,contradiction
1004,"A woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.","a woman with a white blanket over her head is holding a baby wrapped in a blue, pink, and yellow blanket.","woman white blanket head holding baby wrapped blue, pink, yellow blanket.",woman white blanket head holding baby wrapped blue pink yellow blanket,"['woman', 'white', 'blanket', 'head', 'holding', 'baby', 'wrapped', 'blue', 'pink', 'yellow', 'blanket']",woman white blanket head holding baby wrapped blue pink yellow blanket,A woman with a white blanket over her head is holding a baby wrapped in a blue pink and yellow blanket,entailment
1005,A young boy swings a hula hoop while other children sit on the floor with their hoops.,a young boy swings a hula hoop while other children sit on the floor with their hoops.,young boy swings hula hoop children sit floor hoops.,young boy swings hula hoop children sit floor hoops,"['young', 'boy', 'swing', 'hula', 'hoop', 'child', 'sit', 'floor', 'hoop']",young boy swing hula hoop child sit floor hoop,A young boy swings a hula hoop while other children sit on the floor with their hoops,contradiction
1006,"Older men and women dancing in front of a stage, a man in a white hat twirling a woman in a red flower print skirt and white shirt.","older men and women dancing in front of a stage, a man in a white hat twirling a woman in a red flower print skirt and white shirt.","older men women dancing front stage, man white hat twirling woman red flower print skirt white shirt.",older men women dancing front stage man white hat twirling woman red flower print skirt white shirt,"['older', 'men', 'woman', 'dancing', 'front', 'stage', 'man', 'white', 'hat', 'twirling', 'woman', 'red', 'flower', 'print', 'skirt', 'white', 'shirt']",older men woman dancing front stage man white hat twirling woman red flower print skirt white shirt,Older men and women dancing in front of a stage a man in a white hat twirling a woman in a red flower print skirt and white shirt,neutral
1007,A man and a woman stand in front of a Christmas tree contemplating a single thought.,a man and a woman stand in front of a christmas tree contemplating a single thought.,man woman stand front christmas tree contemplating single thought.,man woman stand front christmas tree contemplating single thought,"['man', 'woman', 'stand', 'front', 'christmas', 'tree', 'contemplating', 'single', 'thought']",man woman stand front christmas tree contemplating single thought,A man and a woman stand in front of a Christmas tree contemplating a single thought,neutral
1008,"A couple is sitting down smiling, with the woman linking arms with the man.","a couple is sitting down smiling, with the woman linking arms with the man.","couple sitting smiling, woman linking arms man.",couple sitting smiling woman linking arms man,"['couple', 'sitting', 'smiling', 'woman', 'linking', 'arm', 'man']",couple sitting smiling woman linking arm man,A couple is sitting down smiling with the woman linking arms with the man,entailment
1009,A child floating on a blue raft while a woman holds on to him while a black dog swims nearby.,a child floating on a blue raft while a woman holds on to him while a black dog swims nearby.,child floating blue raft woman holds black dog swims nearby.,child floating blue raft woman holds black dog swims nearby,"['child', 'floating', 'blue', 'raft', 'woman', 'hold', 'black', 'dog', 'swim', 'nearby']",child floating blue raft woman hold black dog swim nearby,A child floating on a blue raft while a woman holds on to him while a black dog swims nearby,contradiction
